area,direction,homeName,homeUrl,location,postDate,price,roomContent
78,南/北,整租·车道沟10号院,https://bj.lianjia.com/zufang/BJ2253513575966441472.html,北京海淀紫竹桥,2019-05-14,8500,3室1厅
188,东南/西北,金地国际花园,https://bj.lianjia.com/zufang/BJ2253506745299378176.html,北京朝阳CBD,2019-05-10,29000,3室2厅
52,南/北,绿景馨园,https://bj.lianjia.com/zufang/BJ2253443001534136320.html,北京东城广渠门,2019-05-10,6500,2室1厅
78,东南,整租·时尚街区西区,https://bj.lianjia.com/zufang/BJ2253390763977621504.html,北京通州梨园,2019-06-02,4700,2室1厅
87,北,整租·富力城A区,https://bj.lianjia.com/zufang/BJ2253390682700398592.html,北京朝阳双井,2019-05-10,12000,2室1厅
62,南,整租·延静东里,https://bj.lianjia.com/zufang/BJ2253373427937452032.html,北京朝阳甜水园,2019-05-10,6800,1室1厅
65,南/北,整租·恩济里小区,https://bj.lianjia.com/zufang/BJ2253342787481108480.html,北京海淀定慧寺,2019-05-10,7000,2室1厅
62,南/北,整租·西罗园四区,https://bj.lianjia.com/zufang/BJ2253333980944539648.html,北京丰台西罗园,2019-05-10,5500,2室1厅
88,南/北,整租·苏庄一里小区,https://bj.lianjia.com/zufang/BJ2252914411830247424.html,北京房山良乡,2019-05-09,3100,2室1厅
50,东/西,整租·展览路,https://bj.lianjia.com/zufang/BJ2252892657309188096.html,北京西城阜成门,2019-05-09,7800,2室1厅
51,南,整租·柳林馆,https://bj.lianjia.com/zufang/BJ2252887110275309568.html,北京海淀公主坟,2019-05-09,7200,2室1厅
56,北,珠江骏景南区,https://bj.lianjia.com/zufang/BJ2252843954318090240.html,北京丰台西罗园,2019-05-09,4800,1室0厅
79,南/北,时代国际嘉园,https://bj.lianjia.com/zufang/BJ2252818208010805248.html,北京朝阳双井,2019-05-18,9500,2室1厅
58,南,整租·磨房南里,https://bj.lianjia.com/zufang/BJ2252733404845965312.html,北京朝阳北工大,2019-05-09,5500,1室1厅
63,西,整租·世纪东方城,https://bj.lianjia.com/zufang/BJ2252676450803531776.html,北京朝阳欢乐谷,2019-05-09,6000,1室1厅
71,西北,整租·星河城西区,https://bj.lianjia.com/zufang/BJ2252673424227319808.html,北京丰台马家堡,2019-05-09,7300,2室1厅
153,南/北,中关村科技发展大厦,https://bj.lianjia.com/zufang/BJ2252595820014600192.html,北京海淀白石桥,2019-06-01,25000,2室1厅
39,南,荣丰2008,https://bj.lianjia.com/zufang/BJ2252114062928789504.html,北京西城广安门,2019-05-08,7200,1室1厅
121,西,整租·双花园南里一区,https://bj.lianjia.com/zufang/BJ2252099826437332992.html,北京朝阳双井,2019-05-08,9500,2室1厅
68,南,整租·和平街十区,https://bj.lianjia.com/zufang/BJ2251977032693194752.html,北京朝阳和平里,2019-05-08,7800,2室1厅
103,东/西,整租·兴隆都市馨园,https://bj.lianjia.com/zufang/BJ2251952833119666176.html,北京东城崇文门,2019-05-08,12000,3室1厅-跃层
51,南/北,小红庙,https://bj.lianjia.com/zufang/BJ2251877298192261120.html,北京西城广安门,2019-05-11,5800,2室1厅
53,南,整租·艾瑟顿,https://bj.lianjia.com/zufang/BJ2251455609738371072.html,北京海淀苏州桥,2019-05-08,8000,1室1厅
94,西北,整租·北滨河路2号院,https://bj.lianjia.com/zufang/BJ2251431168673595392.html,北京西城木樨地,2019-05-07,16000,4室1厅
117,南/西/北,整租·风雅园一区,https://bj.lianjia.com/zufang/BJ2251378096266035200.html,北京昌平回龙观,2019-05-07,6999,3室2厅
57,西南,炫特嘉园二期,https://bj.lianjia.com/zufang/BJ2251363366776356864.html,北京朝阳石佛营,2019-05-27,6000,1室1厅
84,南/北,整租·双兴东区,https://bj.lianjia.com/zufang/BJ2251246322517032960.html,北京顺义顺义城,2019-05-09,4200,2室1厅
45,南,整租·永泰园,https://bj.lianjia.com/zufang/BJ2250742555577171968.html,北京海淀清河,2019-05-08,5500,1室1厅
65,南/北,胜利小区,https://bj.lianjia.com/zufang/BJ2250499428718739456.html,北京顺义顺义城,2019-05-12,4000,2室1厅
68,南/北,整租·南湖中园二区,https://bj.lianjia.com/zufang/BJ2250476706790391808.html,北京朝阳望京,2019-05-06,7800,2室1厅
59,西,整租·富力城A区,https://bj.lianjia.com/zufang/BJ2250457762914115584.html,北京朝阳双井,2019-05-06,11000,1室1厅
154,南/北,整租·融科橄榄城一期,https://bj.lianjia.com/zufang/BJ2250431071873138688.html,北京朝阳望京,2019-05-06,19000,3室2厅
50,南,整租·瞰都国际,https://bj.lianjia.com/zufang/BJ2250427411512967168.html,北京朝阳朝阳公园,2019-05-06,6800,1室0厅
46,南,整租·双龙南里,https://bj.lianjia.com/zufang/BJ2250007042897223680.html,北京朝阳华威桥,2019-05-11,5000,1室1厅
144,南/北,整租·远洋自然,https://bj.lianjia.com/zufang/BJ2249867194945249280.html,北京丰台大红门,2019-05-05,11000,3室2厅
46,南,整租·北营房西里,https://bj.lianjia.com/zufang/BJ2249728253843742720.html,北京西城阜成门,2019-05-05,5700,1室1厅
109,南/北,整租·融域嘉园,https://bj.lianjia.com/zufang/BJ2249728219223957504.html,北京朝阳奥林匹克公园,2019-05-11,11000,2室2厅
60,南,整租·葵花社,https://bj.lianjia.com/zufang/BJ2249429558304980992.html,北京通州果园,2019-05-05,4500,1室1厅
71,南/北,枣园东里,https://bj.lianjia.com/zufang/BJ2249198720488833024.html,北京大兴枣园,2019-05-04,4200,2室1厅
94,西南,整租·北苑家园绣菊园南区,https://bj.lianjia.com/zufang/BJ2249195174935150592.html,北京朝阳北苑,2019-05-04,7300,2室1厅
87,东/西/北,整租·新通国际花园,https://bj.lianjia.com/zufang/BJ2249189510317342720.html,北京通州梨园,2019-05-05,5200,2室2厅
37,北,整租·CBD传奇,https://bj.lianjia.com/zufang/BJ2249177322660044800.html,北京朝阳大望路,2019-05-05,5700,1室0厅
57,西北,整租·青年沟23号院,https://bj.lianjia.com/zufang/BJ2249099392374284288.html,北京朝阳安贞,2019-05-04,8000,2室1厅
73,东,日坛国际公寓,https://bj.lianjia.com/zufang/BJ2249040461966606336.html,北京朝阳朝阳门外,2019-05-04,12000,1室1厅
49,南/北,制线厂家属楼,https://bj.lianjia.com/zufang/BJ2248596551167647744.html,北京通州临河里,2019-05-03,3300,2室1厅
68,南/北,整租·麦子店街,https://bj.lianjia.com/zufang/BJ2248484310359212032.html,北京朝阳农展馆,2019-05-03,9500,2室1厅
38,南,整租·育树四条,https://bj.lianjia.com/zufang/BJ2248476370919497728.html,北京东城东直门,2019-05-03,6200,1室1厅
87,南/北,长阳半岛2号院,https://bj.lianjia.com/zufang/BJ2248369168594780160.html,北京房山长阳,2019-05-03,4300,2室1厅
105,西南,整租·怡海花园富润园,https://bj.lianjia.com/zufang/BJ2248265170181177344.html,北京丰台科技园区,2019-05-03,9200,2室1厅
64,南/北,整租·华严北里小区,https://bj.lianjia.com/zufang/BJ2247789325192536064.html,北京朝阳健翔桥,2019-05-02,7300,2室1厅
132,南/北,保利茉莉公馆,https://bj.lianjia.com/zufang/BJ2247728060084797440.html,北京大兴黄村北,2019-05-02,8100,3室1厅
76,南,整租·江山赋,https://bj.lianjia.com/zufang/BJ2247728059077623808.html,北京顺义后沙峪,2019-05-02,5600,2室1厅
87,南/北,整租·首开熙悦山熹园3号院,https://bj.lianjia.com/zufang/BJ2247680763040366592.html,北京房山长阳,2019-05-02,4300,2室1厅
51,南,整租·车公庄西路27号院,https://bj.lianjia.com/zufang/BJ2247504219500183552.html,北京海淀紫竹桥,2019-05-02,8200,2室1厅
186,西北/北,旺座中心,https://bj.lianjia.com/zufang/BJ2246839379132170240.html,北京朝阳东大桥,2019-05-01,26000,2室1厅
127,南/北,金都杭城西区,https://bj.lianjia.com/zufang/BJ2246817170216992768.html,北京朝阳百子湾,2019-05-08,13500,3室1厅
77,南,整租·站前巴黎,https://bj.lianjia.com/zufang/BJ2246332700514320384.html,北京通州梨园,2019-04-30,4300,2室1厅
87,南/北,整租·莱圳家园,https://bj.lianjia.com/zufang/BJ2246267992621465600.html,北京海淀清河,2019-04-30,7800,2室1厅
116,南/北,整租·雅丽世居,https://bj.lianjia.com/zufang/BJ2246252617317482496.html,北京通州果园,2019-05-20,5000,2室2厅
66,北,整租·富力城C区,https://bj.lianjia.com/zufang/BJ2246103905366974464.html,北京朝阳双井,2019-04-30,11000,1室1厅
58,南/北,整租·东土城路1号院,https://bj.lianjia.com/zufang/BJ2246099226327531520.html,北京朝阳和平里,2019-04-30,7200,2室1厅
149,西北,整租·雅安国际公寓,https://bj.lianjia.com/zufang/BJ2246073926730399744.html,北京东城建国门内,2019-04-30,17000,2室1厅
189,南,润枫德尚苑,https://bj.lianjia.com/zufang/BJ2245707455893864448.html,北京朝阳亚运村,2019-05-02,23000,3室2厅
63,南/西,整租·平原里小区,https://bj.lianjia.com/zufang/BJ2245574242601009152.html,北京西城牛街,2019-04-29,6500,2室1厅
78,西南/西,整租·汇新家园,https://bj.lianjia.com/zufang/BJ2245472473879412736.html,北京海淀万柳,2019-05-30,10500,2室1厅
280,南,中海紫荆豪庭,https://bj.lianjia.com/zufang/BJ2245414695169703936.html,北京朝阳团结湖,2019-04-29,35000,4室2厅-跃层
135,东,金桥国际,https://bj.lianjia.com/zufang/BJ2244962196104945664.html,北京东城广渠门,2019-04-28,13800,2室1厅-跃层
199,东南/西北,金地国际花园,https://bj.lianjia.com/zufang/BJ2244956868248076288.html,北京朝阳CBD,2019-04-28,26000,3室1厅
67,南,整租·水文大院,https://bj.lianjia.com/zufang/BJ2244892953497837568.html,北京海淀定慧寺,2019-05-01,7800,2室1厅
47,北,政馨园一区,https://bj.lianjia.com/zufang/BJ2244757136070680576.html,北京丰台宋家庄,2019-04-28,5000,1室0厅
100,南,整租·北京新天地一期,https://bj.lianjia.com/zufang/BJ2244641624451981312.html,北京朝阳常营,2019-05-06,7200,2室2厅
109,东,未来明珠,https://bj.lianjia.com/zufang/BJ2244187798444195840.html,北京丰台马家堡,2019-04-27,8500,2室2厅-跃层
131,南/北,整租·龙湖时代天街,https://bj.lianjia.com/zufang/BJ2244117751654522880.html,北京大兴天宫院,2019-04-27,6500,3室2厅
78,南/北,整租·新城乐居,https://bj.lianjia.com/zufang/BJ2244041936581435392.html,北京通州临河里,2019-04-27,3500,2室1厅
131,南/北,K2玉蘭湾,https://bj.lianjia.com/zufang/BJ2244027434531815424.html,北京通州九棵树(家乐福),2019-04-27,9000,3室2厅
140,西南,整租·朝阳无限,https://bj.lianjia.com/zufang/BJ2243949556490846208.html,北京朝阳甘露园,2019-04-27,12000,3室1厅
130,南/北,石坊院,https://bj.lianjia.com/zufang/BJ2243525959292821504.html,北京昌平鼓楼大街,2019-04-26,5000,2室1厅
76,南,整租·丰益花园西区,https://bj.lianjia.com/zufang/BJ2243496929349091328.html,北京丰台丽泽,2019-05-11,6000,2室1厅
70,南/北,前进花园石门苑,https://bj.lianjia.com/zufang/BJ2243364932169244672.html,北京顺义顺义城,2019-04-26,4200,1室1厅
135,南/北,整租·枫桦豪景二期,https://bj.lianjia.com/zufang/BJ2243186206987272192.html,北京西城牛街,2019-04-26,18000,3室1厅
115,南/北,整租·莱圳家园,https://bj.lianjia.com/zufang/BJ2242767362489057280.html,北京海淀清河,2019-05-22,9800,3室1厅
112,东/北,整租·紫竹花园,https://bj.lianjia.com/zufang/BJ2242727150421540864.html,北京海淀紫竹桥,2019-05-18,11000,2室1厅
65,东/西,柏林爱乐二期,https://bj.lianjia.com/zufang/BJ2242610067919093760.html,北京朝阳常营,2019-04-25,5900,1室1厅
79,西北,整租·珠江绿洲,https://bj.lianjia.com/zufang/BJ2242560689938382848.html,北京朝阳双桥,2019-04-25,6000,1室1厅-复式
94,南/北,龙锦苑四区,https://bj.lianjia.com/zufang/BJ2242500270527889408.html,北京昌平回龙观,2019-04-25,6500,2室1厅
83,北,左安漪园,https://bj.lianjia.com/zufang/BJ2242489676487467008.html,北京东城左安门,2019-04-25,8000,2室1厅
55,西北,六铺炕二区,https://bj.lianjia.com/zufang/BJ2242018893134831616.html,北京西城六铺炕,2019-04-26,8000,2室1厅
88,南,长阳半岛怡和路1号院,https://bj.lianjia.com/zufang/BJ2242004059953299456.html,北京房山长阳,2019-05-26,4500,2室1厅
93,南/北,整租·草桥欣园三区,https://bj.lianjia.com/zufang/BJ2241992080576749568.html,北京丰台草桥,2019-04-24,7500,3室1厅
54,东/西,安贞里,https://bj.lianjia.com/zufang/BJ2241753739964981248.html,北京朝阳安贞,2019-04-24,6600,2室1厅
71,南,复兴门外大街,https://bj.lianjia.com/zufang/BJ2241693132129845248.html,北京西城木樨地,2019-04-24,10000,2室1厅
86,东北,整租·瞰都国际,https://bj.lianjia.com/zufang/BJ2241135442495799296.html,北京朝阳朝阳公园,2019-05-30,11000,2室1厅
65,西北,整租·金都杭城东区,https://bj.lianjia.com/zufang/BJ2240577238632505344.html,北京朝阳百子湾,2019-04-25,7500,1室1厅
94,南,整租·建邦华庭西区,https://bj.lianjia.com/zufang/BJ2240546992600121344.html,北京房山长阳,2019-04-22,4600,2室1厅
106,南/北,左安浦园,https://bj.lianjia.com/zufang/BJ2240494970471448576.html,北京东城左安门,2019-04-22,8500,2室1厅
53,南/北,整租·青年湖北里,https://bj.lianjia.com/zufang/BJ2239775970817220608.html,北京东城安定门,2019-04-21,8300,2室1厅
82,东北,整租·富力爱丁堡公馆,https://bj.lianjia.com/zufang/BJ2239752820582785024.html,北京朝阳三里屯,2019-04-21,17000,1室1厅
84,南,整租·公园1872,https://bj.lianjia.com/zufang/BJ2239721003079180288.html,北京朝阳石佛营,2019-04-21,13000,1室1厅
76,西,整租·通惠家园,https://bj.lianjia.com/zufang/BJ2239158542659485696.html,北京朝阳四惠,2019-04-24,6600,2室1厅
57,西,整租·恒松园,https://bj.lianjia.com/zufang/BJ2239151851436253184.html,北京丰台蒲黄榆,2019-04-20,6800,1室1厅
67,东,整租·玺萌鹏苑,https://bj.lianjia.com/zufang/BJ2238963665673912320.html,北京丰台草桥,2019-04-20,5300,1室1厅
53,西南,国融国际,https://bj.lianjia.com/zufang/BJ2238397468725485568.html,北京亦庄开发区亦庄,2019-04-19,4500,1室1厅
99,南/北,整租·龙湖时代天街,https://bj.lianjia.com/zufang/BJ2238328378572939264.html,北京大兴天宫院,2019-04-19,5500,3室1厅
62,南,整租·兴化西里,https://bj.lianjia.com/zufang/BJ2237719585027792896.html,北京东城和平里,2019-04-20,7200,2室1厅
219,南/北,整租·银河湾,https://bj.lianjia.com/zufang/BJ2237694322223366144.html,北京朝阳酒仙桥,2019-05-23,28000,3室2厅
124,东南,整租·西钓鱼台嘉园,https://bj.lianjia.com/zufang/BJ2237662214381649920.html,北京海淀定慧寺,2019-04-18,15000,2室1厅
43,西南,甘家口小区,https://bj.lianjia.com/zufang/BJ2237653352630992896.html,北京海淀甘家口,2019-04-18,12800,1室1厅
45,东北,整租·华严北里小区,https://bj.lianjia.com/zufang/BJ2237606617581625344.html,北京朝阳健翔桥,2019-04-18,5500,1室1厅
105,西南,阳光100,https://bj.lianjia.com/zufang/BJ2237563132354494464.html,北京朝阳CBD,2019-04-18,12000,2室1厅
145,南/西,整租·阳光100,https://bj.lianjia.com/zufang/BJ2236945705262923776.html,北京朝阳CBD,2019-04-17,18500,3室1厅
76,南,整租·金汉绿港五区,https://bj.lianjia.com/zufang/BJ2236940399233482752.html,北京顺义顺义城,2019-04-18,4200,2室1厅
58,南/北,整租·甜水园东里,https://bj.lianjia.com/zufang/BJ2236821075000295424.html,北京朝阳甜水园,2019-04-17,6600,2室1厅
46,东,整租·北三环中路43号院,https://bj.lianjia.com/zufang/BJ2236079272684945408.html,北京海淀马甸,2019-04-16,5900,1室1厅
223,南/北,整租·西宸原著,https://bj.lianjia.com/zufang/BJ2235495264415137792.html,北京丰台丽泽,2019-04-15,46000,3室1厅
58,南/北,整租·皂君东里,https://bj.lianjia.com/zufang/BJ2235396562844909568.html,北京海淀皂君庙,2019-04-15,7800,2室1厅
274,南/北,整租·公园1872,https://bj.lianjia.com/zufang/BJ2235371968696696832.html,北京朝阳石佛营,2019-04-20,41000,3室2厅
56,东/西,高家寨,https://bj.lianjia.com/zufang/BJ2235319461295439872.html,北京西城陶然亭,2019-04-15,6500,3室1厅
58,南,整租·昌运宫,https://bj.lianjia.com/zufang/BJ2235230917071208448.html,北京海淀紫竹桥,2019-04-22,6200,1室1厅
95,南,整租·华贸城,https://bj.lianjia.com/zufang/BJ2234794465632198656.html,北京朝阳北苑,2019-04-14,8800,2室1厅
61,南/北,整租·六建,https://bj.lianjia.com/zufang/BJ2234595055845785600.html,北京海淀五棵松,2019-04-21,6500,2室1厅
78,南/北,整租·康颐园,https://bj.lianjia.com/zufang/BJ2234761655445889024.html,北京大兴高米店南,2019-04-14,4000,2室1厅
129,南/北,整租·北苑家园望春园,https://bj.lianjia.com/zufang/BJ2234535201684865024.html,北京朝阳北苑,2019-04-14,11000,3室1厅
116,西,整租·金尚嘉园,https://bj.lianjia.com/zufang/BJ2233940360877309952.html,北京海淀牡丹园,2019-04-13,7900,1室1厅
66,东/西,新壁街,https://bj.lianjia.com/zufang/BJ2233783735793491968.html,北京西城西单,2019-04-13,9500,2室1厅
63,东,整租·复兴路61号院,https://bj.lianjia.com/zufang/BJ2233767812403568640.html,北京海淀万寿路,2019-04-13,7000,2室1厅
87,北,整租·昆泰国际公寓,https://bj.lianjia.com/zufang/BJ2233766322318622720.html,北京朝阳朝阳门外,2019-04-13,12500,1室1厅
104,南/北,华英园,https://bj.lianjia.com/zufang/BJ2233349653809086464.html,北京顺义顺义其它,2019-04-12,5000,3室1厅
61,西/北,安德里北街25号院,https://bj.lianjia.com/zufang/BJ2233217567316000768.html,北京东城安定门,2019-04-12,7500,2室1厅
116,西南,整租·庄维多摩市二期,https://bj.lianjia.com/zufang/BJ2232690434420260864.html,北京丰台七里庄,2019-04-14,7300,2室2厅
57,西北,西马金润一区,https://bj.lianjia.com/zufang/BJ2232555698192400384.html,北京丰台马家堡,2019-04-28,5000,1室1厅
57,东/西,整租·大柳树3号院,https://bj.lianjia.com/zufang/BJ2232483138108932096.html,北京海淀白石桥,2019-04-11,6600,2室1厅
78,南,整租·后现代城D区,https://bj.lianjia.com/zufang/BJ2232469867725340672.html,北京朝阳大望路,2019-04-14,11000,1室1厅
140,南,整租·乐成公馆,https://bj.lianjia.com/zufang/BJ2232331665659658240.html,北京朝阳大望路,2019-04-14,23000,2室1厅
39,南,整租·安贞西里,https://bj.lianjia.com/zufang/BJ2231863968257802240.html,北京朝阳安贞,2019-05-03,6300,1室1厅
87,南/北,整租·苏荷时代,https://bj.lianjia.com/zufang/BJ2231651951895396352.html,北京通州果园,2019-04-10,5100,2室1厅
103,东南,政馨园一区,https://bj.lianjia.com/zufang/BJ2230937680328261632.html,北京丰台宋家庄,2019-04-10,7200,2室1厅
63,南/北,整租·朝内大街201号院,https://bj.lianjia.com/zufang/BJ2230898452168966144.html,北京东城东四,2019-04-09,9500,2室1厅-复式
158,南/北,整租·西打磨厂街,https://bj.lianjia.com/zufang/BJ2230895346228674560.html,北京东城崇文门,2019-05-06,22000,4室2厅-复式
111,南/西,天翠园,https://bj.lianjia.com/zufang/BJ2230860537020030976.html,北京朝阳奥林匹克公园,2019-04-09,9700,2室1厅
278,南/北,温莎大道,https://bj.lianjia.com/zufang/BJ2230226950700941312.html,北京朝阳CBD,2019-04-08,30000,3室2厅
96,南/北,整租·翠屏北里西区,https://bj.lianjia.com/zufang/BJ2230164872963309568.html,北京通州果园,2019-04-08,5100,2室1厅
57,南/北,整租·霞光里35号院,https://bj.lianjia.com/zufang/BJ2230121912636276736.html,北京朝阳燕莎,2019-04-08,7000,2室1厅
72,东南,整租·兴华公寓,https://bj.lianjia.com/zufang/BJ2229494390534184960.html,北京朝阳三里屯,2019-04-07,15000,2室1厅
89,南,整租·后现代城A区,https://bj.lianjia.com/zufang/BJ2228914266088947712.html,北京朝阳大望路,2019-04-06,9500,2室1厅
